playername,year,realERA,adjustedERA,diff
Johnny Vander Meer,1939,4.66,3.87,0.79
Bobo Newsom,1939,3.64,2.88,0.76
Curt Davis,1939,3.72,2.98,0.74
Lefty Grove,1939,2.54,1.81,0.73
Harry Gumbert,1939,4.24,3.57,0.67
Dutch Leonard,1939,3.58,2.92,0.66
Paul Derringer,1939,2.85,2.22,0.63
Bob Feller,1939,2.87,2.24,0.63
Bill Lee,1939,3.38,2.79,0.59
Luke Hamlin,1939,3.57,3.00,0.57
Bucky Walters,1939,2.13,1.64,0.49
Tot Pressnell,1938,3.95,2.30,1.65
Lynn Nelson,1938,5.64,3.99,1.65
Roy Henshaw,1938,4.56,2.91,1.65
Lefty Mills,1938,5.39,3.79,1.60
Jack Knott,1938,4.03,2.59,1.44
Vito Tamulis,1938,3.85,2.47,1.38
Ken Chase,1938,5.04,3.70,1.34
Willis Hudlin,1938,4.57,3.23,1.34
Fritz Ostermueller,1938,4.80,3.47,1.33
Thornton Lee,1938,3.60,2.30,1.30
Oral Hildebrand,1938,5.69,4.40,1.29
Spud Chandler,1938,4.03,2.75,1.28
Monte Weaver,1938,4.44,3.17,1.27
Mel Harder,1938,3.98,2.74,1.24
Peaches Davis,1938,4.01,2.77,1.24
Wes Ferrell,1938,6.45,5.22,1.23
Milt Shoffner,1938,3.54,2.32,1.22
Curt Davis,1938,4.06,2.84,1.22
Elden Auker,1938,5.26,4.06,1.20
Lon Warneke,1938,3.97,2.78,1.19
Jim Bagby,1938,4.48,3.31,1.17
Tommy Bridges,1938,4.43,3.30,1.13
Bump Hadley,1938,3.72,2.59,1.13
John Whitehead,1938,4.51,3.38,1.13
Vern Kennedy,1938,5.20,4.07,1.13
Earl Whitehill,1938,5.67,4.55,1.12
Max Butcher,1938,3.77,2.67,1.10
Carl Hubbell,1938,3.13,2.04,1.09
George Gill,1938,4.22,3.14,1.08
Al Hollingsworth,1938,4.27,3.19,1.08
Van Mungo,1938,3.98,2.91,1.07
Monte Pearson,1938,4.03,2.97,1.06
Red Ruffing,1938,3.38,2.32,1.06
Jack Wilson,1938,4.46,3.43,1.03
Monty Stratton,1938,4.04,3.01,1.03
Lefty Gomez,1938,3.28,2.28,1.00
Bud Thomas,1938,5.21,4.25,0.96
Lefty Grove,1938,3.20,2.24,0.96
Larry French,1938,3.86,2.91,0.95
Bucky Walters,1938,4.19,3.27,0.92
Bill McGee,1938,3.53,2.61,0.92
Ted Lyons,1938,3.70,2.79,0.91
Bob Feller,1938,4.10,3.20,0.90
Hal Schumacher,1938,3.50,2.60,0.90
Bob Klinger,1938,3.21,2.33,0.88
Dutch Leonard,1938,3.57,2.69,0.88
Claude Passeau,1938,4.37,3.50,0.87
Clay Bryant,1938,3.18,2.32,0.86
Jim Turner,1938,3.42,2.57,0.85
Buck Ross,1938,5.39,4.54,0.85
Luke Hamlin,1938,3.92,3.08,0.84
Hugh Mulcahy,1938,4.66,3.82,0.84
Johnny Allen,1938,4.08,3.25,0.83
Tex Carleton,1938,5.66,4.84,0.82
Cliff Melton,1938,3.81,3.00,0.81
Bobo Newsom,1938,5.15,4.34,0.81
George Caster,1938,4.40,3.63,0.77
Freddie Fitzsimmons,1938,2.95,2.21,0.74
Cy Blanton,1938,3.66,2.92,0.74
Harry Gumbert,1938,3.92,3.19,0.73
Bob Weiland,1938,3.65,2.95,0.70
Danny MacFayden,1938,2.96,2.28,0.68
Johnny Vander Meer,1938,3.16,2.50,0.66
Paul Derringer,1938,3.07,2.44,0.63
Jim Tobin,1938,3.65,3.03,0.62
Lou Fette,1938,3.05,2.43,0.62
Russ Bauers,1938,3.32,2.71,0.61
Bill Lee,1938,2.67,2.16,0.51
Pete Appleton,1937,5.18,2.92,2.26
Syl Johnson,1937,4.73,2.88,1.85
Joe Bowman,1937,4.39,2.57,1.82
Jim Walkup,1937,7.57,5.78,1.79
Roy Parmelee,1937,5.61,3.84,1.77
Earl Whitehill,1937,6.51,4.79,1.72
Roy Henshaw,1937,5.11,3.39,1.72
Julio Bonetti,1937,6.25,4.57,1.68
Freddie Fitzsimmons,1937,4.41,2.84,1.57
Bill Dietrich,1937,4.92,3.38,1.54
Bill Swift,1937,3.71,2.27,1.44
Chief Hogsett,1937,6.66,5.28,1.38
Johnny Marcum,1937,5.72,4.40,1.32
Max Butcher,1937,4.71,3.44,1.27
Oral Hildebrand,1937,5.22,3.96,1.26
Jack Knott,1937,5.06,3.82,1.24
Archie McKain,1937,4.42,3.19,1.23
Ted Lyons,1937,4.15,2.92,1.23
Waite Hoyt,1937,3.24,2.03,1.21
Fred Frankhouse,1937,4.29,3.08,1.21
Gene Schott,1937,2.72,1.53,1.19
Slick Castleman,1937,3.31,2.13,1.18
Luke Hamlin,1937,3.52,2.36,1.16
Red Lucas,1937,4.23,3.08,1.15
Willis Hudlin,1937,3.87,2.73,1.14
Roxie Lawson,1937,5.09,3.95,1.14
Thornton Lee,1937,3.73,2.60,1.13
Monte Weaver,1937,4.29,3.16,1.13
Eddie Smith,1937,4.35,3.23,1.12
Peaches Davis,1937,3.51,2.41,1.10
Buck Ross,1937,4.62,3.53,1.09
Tex Carleton,1937,3.11,2.03,1.08
Monty Stratton,1937,2.42,1.34,1.08
Bud Thomas,1937,4.80,3.73,1.07
Jack Wilson,1937,4.13,3.08,1.05
Russ Bauers,1937,3.17,2.12,1.05
Claude Passeau,1937,4.39,3.35,1.04
Wayne LaMaster,1937,5.42,4.39,1.03
Carl Hubbell,1937,3.33,2.30,1.03
Lou Fette,1937,2.92,1.89,1.03
Paul Derringer,1937,4.00,2.98,1.02
Hugh Mulcahy,1937,5.46,4.46,1.00
Denny Galehouse,1937,4.98,4.00,0.98
Elden Auker,1937,3.77,2.79,0.98
Bump Hadley,1937,5.11,4.14,0.97
Bob Feller,1937,3.37,2.40,0.97
Si Johnson,1937,3.17,2.21,0.96
Lee Grissom,1937,3.27,2.32,0.95
Jake Wade,1937,5.46,4.51,0.95
Lon Warneke,1937,4.33,3.39,0.94
Wes Ferrell,1937,5.01,4.08,0.93
Harry Kelley,1937,5.11,4.18,0.93
John Whitehead,1937,3.98,3.06,0.92
Charlie Root,1937,3.86,2.94,0.92
Vern Kennedy,1937,5.05,4.15,0.90
Harry Gumbert,1937,3.64,2.76,0.88
Dizzy Dean,1937,2.67,1.80,0.87
George Caster,1937,4.51,3.64,0.87
Danny MacFayden,1937,2.93,2.08,0.85
Guy Bush,1937,3.08,2.24,0.84
Cliff Melton,1937,2.87,2.05,0.82
Hal Schumacher,1937,3.39,2.57,0.82
Jimmie DeShong,1937,5.09,4.29,0.80
Ed Brandt,1937,2.80,2.01,0.79
Mel Harder,1937,4.35,3.57,0.78
Cy Blanton,1937,3.23,2.45,0.78
Larry French,1937,3.76,2.99,0.77
Jim Turner,1937,2.38,1.62,0.76
Van Mungo,1937,3.04,2.29,0.75
Al Hollingsworth,1937,3.91,3.16,0.75
Red Ruffing,1937,2.95,2.20,0.75
Bobo Newsom,1937,4.85,4.11,0.74
Monte Pearson,1937,3.13,2.40,0.73
Johnny Allen,1937,2.64,1.93,0.71
Bob Weiland,1937,3.45,2.74,0.71
Tommy Bridges,1937,4.12,3.42,0.70
Bill Lee,1937,3.61,3.00,0.61
Lefty Grove,1937,2.99,2.40,0.59
Bucky Walters,1937,4.27,3.68,0.59
Lefty Gomez,1937,2.33,1.76,0.57
Lloyd Brown,1936,4.58,2.59,1.99
Freddie Fitzsimmons,1936,3.64,1.71,1.93
Bump Hadley,1936,4.99,3.41,1.58
Oral Hildebrand,1936,5.28,3.72,1.56
Jim Winford,1936,3.63,2.08,1.55
Joe Cascarella,1936,4.87,3.34,1.53
Pete Appleton,1936,3.93,2.42,1.51
Ray Benge,1936,5.87,4.41,1.46
Ted Lyons,1936,5.02,3.67,1.35
Peaches Davis,1936,3.98,2.65,1.33
Bill Hallahan,1936,4.86,3.53,1.33
George Earnshaw,1936,5.93,4.63,1.30
Roy Parmelee,1936,4.28,2.98,1.30
Earl Caldwell,1936,5.69,4.40,1.29
Gene Schott,1936,4.19,2.92,1.27
Joe Bowman,1936,5.20,3.94,1.26
Buck Ross,1936,5.67,4.45,1.22
Fritz Ostermueller,1936,5.30,4.09,1.21
Orville Jorgens,1936,4.37,3.22,1.15
Johnny Marcum,1936,4.98,3.84,1.14
Tommy Thomas,1936,5.47,4.33,1.14
Johnny Broaca,1936,4.15,3.02,1.13
Roy Henshaw,1936,3.81,2.70,1.11
Vern Kennedy,1936,4.64,3.55,1.09
Earl Whitehill,1936,4.87,3.79,1.08
Ivy Andrews,1936,4.82,3.75,1.07
Jack Knott,1936,7.05,6.00,1.05
Harry Kelley,1936,3.84,2.82,1.02
Johnny Lanning,1936,3.87,2.85,1.02
Bucky Walters,1936,3.90,2.88,1.02
Claude Passeau,1936,3.08,2.06,1.02
Chief Hogsett,1936,5.17,4.15,1.02
Lefty Gomez,1936,4.36,3.36,1.00
Mel Harder,1936,5.24,4.25,0.99
Jimmie DeShong,1936,4.67,3.70,0.97
Elden Auker,1936,4.56,3.59,0.97
Tex Carleton,1936,3.79,2.85,0.94
John Whitehead,1936,4.44,3.52,0.92
Gordon Rhodes,1936,5.93,5.01,0.92
Schoolboy Rowe,1936,4.40,3.51,0.89
Cy Blanton,1936,3.44,2.55,0.89
Herman Fink,1936,5.41,4.54,0.87
Sugar Cain,1936,4.75,3.88,0.87
Wes Ferrell,1936,4.14,3.29,0.85
Johnny Allen,1936,3.42,2.58,0.84
Ed Brandt,1936,3.77,2.94,0.83
Curt Davis,1936,3.51,2.68,0.83
Tiny Chaplin,1936,4.31,3.49,0.82
Hal Schumacher,1936,3.61,2.80,0.81
Red Ruffing,1936,3.85,3.04,0.81
Al Smith,1936,4.17,3.40,0.77
Jim Weaver,1936,3.80,3.05,0.75
Larry French,1936,3.28,2.54,0.74
Dizzy Dean,1936,3.32,2.58,0.74
Monte Pearson,1936,3.73,3.00,0.73
Lon Warneke,1936,3.42,2.69,0.73
Al Hollingsworth,1936,4.13,3.41,0.72
Van Mungo,1936,3.41,2.70,0.71
Lefty Grove,1936,2.88,2.17,0.71
Fred Frankhouse,1936,3.66,2.96,0.70
Bill Swift,1936,4.29,3.60,0.69
Bobo Newsom,1936,4.35,3.68,0.67
Tommy Bridges,1936,3.73,3.07,0.66
Danny MacFayden,1936,2.86,2.24,0.62
Red Lucas,1936,3.32,2.73,0.59
Paul Derringer,1936,4.08,3.53,0.55
Bill Lee,1936,3.12,2.59,0.53
Carl Hubbell,1936,2.27,1.79,0.48
Bill Dietrich,1935,6.50,4.37,2.13
Huck Betts,1935,5.99,3.98,2.01
Jim Walkup,1935,6.09,4.30,1.79
Ray Benge,1935,4.33,2.68,1.65
Whitey Wilshere,1935,3.96,2.34,1.62
Si Johnson,1935,5.79,4.19,1.60
Roy Henshaw,1935,3.17,1.58,1.59
Gordon Rhodes,1935,5.66,4.07,1.59
Vito Tamulis,1935,3.97,2.41,1.56
Ray Phelps,1935,4.42,2.89,1.53
Joe Bowman,1935,4.54,3.02,1.52
Elden Auker,1935,4.00,2.52,1.48
Fred Frankhouse,1935,5.02,3.56,1.46
Johnny Babich,1935,6.46,5.00,1.46
Charlie Root,1935,3.47,2.05,1.42
Ralph Birkofer,1935,3.57,2.21,1.36
Bob Smith,1935,5.02,3.66,1.36
Danny MacFayden,1935,5.05,3.72,1.33
Ed Linke,1935,4.44,3.11,1.33
Fritz Ostermueller,1935,3.80,2.47,1.33
Jack Knott,1935,4.50,3.18,1.32
George Blaeholder,1935,3.99,2.67,1.32
Ivy Andrews,1935,3.45,2.13,1.32
Johnny Welch,1935,4.55,3.24,1.31
Tony Freitas,1935,4.24,2.97,1.27
Oral Hildebrand,1935,4.25,2.98,1.27
Roy Mahaffey,1935,4.20,2.94,1.26
Orville Jorgens,1935,4.95,3.69,1.26
Jim Weaver,1935,3.34,2.08,1.26
Red Lucas,1935,3.43,2.18,1.25
Tom Zachary,1935,3.87,2.65,1.22
Sad Sam Jones,1935,4.03,2.84,1.19
Bucky Walters,1935,4.19,3.01,1.18
Syl Johnson,1935,3.68,2.51,1.17
Vern Kennedy,1935,3.61,2.44,1.17
Gene Schott,1935,3.82,2.66,1.16
Ted Lyons,1935,3.12,1.97,1.15
Sugar Cain,1935,5.39,4.28,1.11
George Earnshaw,1935,4.68,3.58,1.10
Monte Pearson,1935,4.99,3.90,1.09
Johnny Marcum,1935,4.17,3.09,1.08
Les Tietje,1935,4.01,2.98,1.03
General Crowder,1935,4.27,3.24,1.03
Bill Hallahan,1935,3.42,2.39,1.03
Bobo Newsom,1935,4.49,3.47,1.02
Ben Cantwell,1935,4.01,2.99,1.02
Curt Davis,1935,3.49,2.47,1.02
Roy Parmelee,1935,4.35,3.34,1.01
Bump Hadley,1935,4.94,3.94,1.00
Guy Bush,1935,4.52,3.54,0.98
Paul Dean,1935,3.71,2.75,0.96
Ed Brandt,1935,4.80,3.84,0.96
Schoolboy Rowe,1935,3.98,3.03,0.95
Slick Castleman,1935,3.76,2.81,0.95
Thornton Lee,1935,3.91,2.98,0.93
Al Hollingsworth,1935,3.39,2.48,0.91
Paul Derringer,1935,3.52,2.62,0.90
Wes Ferrell,1935,3.41,2.51,0.90
Bill Walker,1935,3.30,2.41,0.89
Watty Clark,1935,3.52,2.66,0.86
Tex Carleton,1935,3.65,2.80,0.85
Hal Schumacher,1935,2.89,2.05,0.84
Johnny Allen,1935,3.66,2.84,0.82
Van Mungo,1935,3.19,2.37,0.82
Lon Warneke,1935,3.27,2.47,0.80
Bill Lee,1935,3.04,2.27,0.77
Bill Swift,1935,3.00,2.24,0.76
Larry French,1935,2.59,1.85,0.74
Willis Hudlin,1935,3.76,3.03,0.73
John Whitehead,1935,3.71,3.01,0.70
Mel Harder,1935,3.32,2.63,0.69
Lefty Gomez,1935,3.24,2.60,0.64
Earl Whitehill,1935,4.29,3.65,0.64
Johnny Broaca,1935,3.57,2.94,0.63
Tommy Bridges,1935,3.45,2.83,0.62
Lefty Grove,1935,2.76,2.14,0.62
Dizzy Dean,1935,3.17,2.55,0.62
Red Ruffing,1935,3.11,2.53,0.58
Cy Blanton,1935,2.46,1.88,0.58
Carl Hubbell,1935,3.24,2.79,0.45
Tommy Thomas,1934,5.52,3.18,2.34
Vic Sorrell,1934,5.19,3.26,1.93
Elden Auker,1934,2.97,1.15,1.82
Tom Zachary,1934,4.60,2.81,1.79
Bobby Burke,1934,3.27,1.64,1.63
Firpo Marberry,1934,5.37,3.74,1.63
Bill Hallahan,1934,4.24,2.81,1.43
Sad Sam Jones,1934,5.12,3.74,1.38
Waite Hoyt,1934,3.14,1.80,1.34
Les Tietje,1934,4.90,3.60,1.30
Johnny Broaca,1934,3.92,2.64,1.28
Willis Hudlin,1934,4.50,3.24,1.26
Ted Lyons,1934,4.67,3.43,1.24
Pat Malone,1934,3.46,2.24,1.22
Johnny Babich,1934,4.18,2.97,1.21
Monte Pearson,1934,4.68,3.47,1.21
Al Benton,1934,5.04,3.84,1.20
Red Ruffing,1934,3.99,2.80,1.19
George Blaeholder,1934,4.34,3.19,1.15
George Earnshaw,1934,4.39,3.24,1.15
Lefty Stewart,1934,3.98,2.85,1.13
Dutch Leonard,1934,3.88,2.76,1.12
Paul Dean,1934,3.16,2.05,1.11
Ben Cantwell,1934,4.74,3.63,1.11
Milt Gaston,1934,5.88,4.77,1.11
Flint Rhem,1934,3.68,2.57,1.11
Jim Weaver,1934,4.30,3.19,1.11
Bill Dietrich,1934,4.12,3.02,1.10
Johnny Welch,1934,4.30,3.21,1.09
Gordon Rhodes,1934,4.86,3.78,1.08
Dick Coffman,1934,4.48,3.40,1.08
Euel Moore,1934,3.47,2.40,1.07
Huck Betts,1934,4.19,3.13,1.06
Guy Bush,1934,3.64,2.58,1.06
Tex Carleton,1934,4.14,3.09,1.05
Wes Ferrell,1934,3.62,2.57,1.05
General Crowder,1934,5.62,4.60,1.02
Bill Swift,1934,3.84,2.82,1.02
Joe Cascarella,1934,4.14,3.13,1.01
Tommy Bridges,1934,3.72,2.72,1.00
Roy Parmelee,1934,3.35,2.35,1.00
Fritz Ostermueller,1934,3.79,2.80,0.99
Ed Brandt,1934,3.34,2.36,0.98
Tony Freitas,1934,4.10,3.14,0.96
Red Lucas,1934,4.56,3.62,0.94
Sugar Cain,1934,4.40,3.46,0.94
Ralph Birkofer,1934,3.94,3.01,0.93
Oral Hildebrand,1934,4.63,3.71,0.92
Si Johnson,1934,4.96,4.05,0.91
Bill Walker,1934,3.10,2.20,0.90
Johnny Murphy,1934,3.45,2.58,0.87
Bobo Newsom,1934,4.06,3.21,0.85
Fred Frankhouse,1934,2.88,2.04,0.84
Benny Frey,1934,3.79,2.95,0.84
Bill Lee,1934,3.38,2.56,0.82
Schoolboy Rowe,1934,3.65,2.83,0.82
Johnny Marcum,1934,4.45,3.64,0.81
Earl Whitehill,1934,4.51,3.70,0.81
Paul Derringer,1934,3.61,2.80,0.81
Carl Hubbell,1934,2.35,1.59,0.76
Dizzy Dean,1934,2.63,1.87,0.76
Monte Weaver,1934,4.80,4.04,0.76
Freddie Fitzsimmons,1934,3.06,2.30,0.76
Curt Davis,1934,2.98,2.26,0.72
Lefty Gomez,1934,2.26,1.59,0.67
Lon Warneke,1934,3.23,2.57,0.66
Mel Harder,1934,2.82,2.16,0.66
Phil Collins,1934,4.25,3.61,0.64
Van Mungo,1934,3.51,2.88,0.63
Bump Hadley,1934,4.40,3.77,0.63
Larry French,1934,3.53,2.92,0.61
Ray Benge,1934,4.29,3.68,0.61
Hal Schumacher,1934,3.15,2.70,0.45
Ivy Andrews,1933,4.74,2.31,2.43
Schoolboy Rowe,1933,4.03,2.09,1.94
Willis Hudlin,1933,4.07,2.15,1.92
Cy Moore,1933,4.31,2.56,1.75
George Earnshaw,1933,5.94,4.19,1.75
Flint Rhem,1933,6.32,4.59,1.73
Tom Zachary,1933,3.55,2.10,1.45
Lloyd Brown,1933,4.43,3.10,1.33
Ed Durham,1933,4.22,2.90,1.32
Larry Benton,1933,3.40,2.09,1.31
Jumbo Elliott,1933,3.97,2.68,1.29
Russ Van Atta,1933,3.80,2.54,1.26
Bill Walker,1933,3.76,2.52,1.24
George Pipgras,1933,3.70,2.47,1.23
Ted Lyons,1933,4.27,3.06,1.21
Monte Weaver,1933,3.05,1.85,1.20
Bud Tinning,1933,3.23,2.04,1.19
Ed Wells,1933,4.73,3.56,1.17
Carl Fischer,1933,3.85,2.69,1.16
Milt Gaston,1933,4.17,3.02,1.15
Steve Swetonic,1933,3.59,2.44,1.15
Johnny Allen,1933,4.41,3.27,1.14
Wes Ferrell,1933,4.23,3.14,1.09
Pat Malone,1933,4.13,3.08,1.05
Monte Pearson,1933,2.47,1.43,1.04
Hal Smith,1933,2.96,1.96,1.00
George Blaeholder,1933,4.77,3.77,1.00
Lefty Gomez,1933,3.09,2.10,0.99
Clint Brown,1933,3.57,2.59,0.98
Fred Frankhouse,1933,3.16,2.18,0.98
Snipe Hansen,1933,4.56,3.58,0.98
Bob Weiland,1933,3.79,2.82,0.97
Tex Carleton,1933,3.45,2.49,0.96
Roy Mahaffey,1933,5.27,4.31,0.96
Gordon Rhodes,1933,3.88,2.95,0.93
Bump Hadley,1933,3.98,3.06,0.92
Oral Hildebrand,1933,3.64,2.73,0.91
Freddie Fitzsimmons,1933,2.92,2.03,0.89
Hank Johnson,1933,3.97,3.08,0.89
Ben Cantwell,1933,2.78,1.90,0.88
Ed Holley,1933,3.50,2.62,0.88
Heinie Meine,1933,3.78,2.91,0.87
Sad Sam Jones,1933,3.34,2.47,0.87
Rube Walberg,1933,4.52,3.67,0.85
General Crowder,1933,3.79,2.95,0.84
Tommy Bridges,1933,2.83,1.99,0.84
Red Lucas,1933,3.37,2.54,0.83
Si Johnson,1933,3.61,2.78,0.83
Ownie Carroll,1933,3.92,3.10,0.82
Paul Derringer,1933,3.38,2.57,0.81
Van Mungo,1933,2.75,1.95,0.80
Dizzy Dean,1933,2.87,2.08,0.79
Roy Parmelee,1933,3.17,2.39,0.78
Sugar Cain,1933,3.93,3.17,0.76
Firpo Marberry,1933,3.56,2.82,0.74
Ray Benge,1933,3.21,2.47,0.74
Bill Swift,1933,3.24,2.50,0.74
Bill Hallahan,1933,3.24,2.50,0.74
Boom-Boom Beck,1933,3.72,2.99,0.73
Guy Bush,1933,2.67,1.94,0.73
Lefty Grove,1933,3.58,2.86,0.72
Vic Sorrell,1933,3.88,3.18,0.70
Mel Harder,1933,3.08,2.40,0.68
Larry French,1933,2.69,2.01,0.68
Ed Brandt,1933,2.65,1.99,0.66
Lefty Stewart,1933,3.80,3.15,0.65
Carl Hubbell,1933,1.77,1.14,0.63
Earl Whitehill,1933,3.28,2.65,0.63
Red Ruffing,1933,4.00,3.39,0.61
Huck Betts,1933,2.75,2.17,0.58
Lon Warneke,1933,1.94,1.39,0.55
Hal Schumacher,1933,2.03,1.49,0.54
Charlie Root,1933,2.46,2.03,0.43
Firpo Marberry,1932,4.42,2.12,2.30
Sam Gray,1932,4.90,2.79,2.11
Burleigh Grimes,1932,4.71,2.76,1.95
Bob Kline,1932,5.68,3.75,1.93
Oral Hildebrand,1932,3.92,2.00,1.92
Socks Seibold,1932,4.68,2.87,1.81
George Uhle,1932,4.47,2.80,1.67
Jumbo Elliott,1932,5.40,3.84,1.56
Tommy Thomas,1932,4.09,2.55,1.54
Dick Coffman,1932,4.19,2.67,1.52
Carl Fischer,1932,5.48,3.97,1.51
Tony Freitas,1932,3.88,2.42,1.46
Milt Gaston,1932,4.25,2.81,1.44
Waite Hoyt,1932,4.11,2.67,1.44
Dazzy Vance,1932,4.28,2.85,1.43
Ray Kolp,1932,3.89,2.46,1.43
Jack Russell,1932,5.22,3.80,1.42
Chief Hogsett,1932,4.29,2.88,1.41
Phil Collins,1932,6.32,4.92,1.40
Tommy Bridges,1932,3.32,1.97,1.35
Vic Frazier,1932,5.51,4.21,1.30
Jim Mooney,1932,5.20,3.91,1.29
Johnny Allen,1932,3.48,2.19,1.29
Steve Swetonic,1932,3.01,1.75,1.26
Roy Mahaffey,1932,5.07,3.83,1.24
Bill Walker,1932,4.17,2.94,1.23
Willis Hudlin,1932,4.83,3.61,1.22
Fred Heimach,1932,3.35,2.13,1.22
Ivy Andrews,1932,3.96,2.76,1.20
Heinie Meine,1932,3.87,2.69,1.18
Sloppy Thurston,1932,4.31,3.14,1.17
Bill Harris,1932,3.93,2.78,1.15
Syl Johnson,1932,5.04,3.89,1.15
Van Mungo,1932,4.36,3.22,1.14
Bob Weiland,1932,4.88,3.75,1.13
Tex Carleton,1932,4.30,3.18,1.12
Lloyd Brown,1932,4.71,3.59,1.12
Herb Pennock,1932,4.78,3.67,1.11
Ownie Carroll,1932,4.55,3.45,1.10
Larry Benton,1932,4.41,3.31,1.10
Bump Hadley,1932,5.38,4.31,1.07
Charlie Root,1932,3.87,2.81,1.06
Snipe Hansen,1932,3.96,2.93,1.03
Bob Brown,1932,3.52,2.51,1.01
George Blaeholder,1932,4.83,3.82,1.01
Red Ruffing,1932,3.08,2.07,1.01
Lefty Grove,1932,2.76,1.78,0.98
Sad Sam Jones,1932,4.38,3.40,0.98
George Earnshaw,1932,4.67,3.71,0.96
George Pipgras,1932,4.11,3.16,0.95
Ed Holley,1932,4.09,3.15,0.94
Earl Whitehill,1932,4.56,3.62,0.94
Danny MacFayden,1932,4.31,3.38,0.93
Ray Benge,1932,4.06,3.13,0.93
Whit Wyatt,1932,5.10,4.18,0.92
Vic Sorrell,1932,4.04,3.13,0.91
Lefty Stewart,1932,4.78,3.87,0.91
Rube Walberg,1932,4.84,3.94,0.90
Flint Rhem,1932,3.56,2.67,0.89
Huck Betts,1932,2.84,1.95,0.89
Clint Brown,1932,4.00,3.12,0.88
Bill Hallahan,1932,3.12,2.24,0.88
Ed Brandt,1932,3.71,2.85,0.86
Lefty Gomez,1932,4.09,3.24,0.85
Ed Durham,1932,4.26,3.43,0.83
Dizzy Dean,1932,3.39,2.58,0.81
Paul Derringer,1932,3.97,3.16,0.81
Ted Lyons,1932,3.01,2.21,0.80
Mel Harder,1932,3.85,3.06,0.79
Guy Bush,1932,2.96,2.17,0.79
Si Johnson,1932,3.28,2.50,0.78
Monte Weaver,1932,3.83,3.06,0.77
Bill Swift,1932,3.99,3.23,0.76
Freddie Fitzsimmons,1932,4.40,3.65,0.75
Tom Zachary,1932,3.15,2.40,0.75
Wes Ferrell,1932,3.59,2.86,0.73
Watty Clark,1932,3.72,3.00,0.72
Red Lucas,1932,2.94,2.27,0.67
General Crowder,1932,3.35,2.70,0.65
Pat Malone,1932,2.95,2.33,0.62
Carl Hubbell,1932,2.56,1.94,0.62
Lon Warneke,1932,2.38,1.79,0.59
Larry French,1932,3.08,2.51,0.57
Fred Frankhouse,1931,3.96,1.91,2.05
Joe Shaute,1931,5.06,3.24,1.82
Les Sweetland,1931,4.35,2.53,1.82
Ed Durham,1931,3.36,1.59,1.77
Benny Frey,1931,5.14,3.39,1.75
Bill Sherdel,1931,4.30,2.59,1.71
Wilcy Moore,1931,4.99,3.31,1.68
Bruce Cunningham,1931,4.44,2.81,1.63
Red Faber,1931,4.12,2.62,1.50
Roy Mahaffey,1931,4.07,2.59,1.48
Art Herring,1931,3.60,2.17,1.43
Vic Frazier,1931,4.32,2.89,1.43
Tommy Bridges,1931,5.42,4.00,1.42
Dick Coffman,1931,3.53,2.12,1.41
Paul Derringer,1931,3.47,2.10,1.37
Milt Gaston,1931,3.92,2.58,1.34
Hod Lisenbee,1931,4.72,3.39,1.33
Waite Hoyt,1931,4.76,3.45,1.31
Pat Caraway,1931,6.31,5.01,1.30
Eppa Rixey,1931,3.82,2.54,1.28
Sloppy Thurston,1931,3.87,2.62,1.25
Guy Bush,1931,4.42,3.18,1.24
Socks Seibold,1931,4.76,3.56,1.20
Glenn Spencer,1931,3.44,2.25,1.19
Larry Benton,1931,3.64,2.46,1.18
Burleigh Grimes,1931,3.71,2.54,1.17
Jumbo Elliott,1931,4.58,3.42,1.16
Ben Cantwell,1931,3.78,2.64,1.14
Jesse Haines,1931,2.93,1.80,1.13
George Uhle,1931,3.12,2.02,1.10
Erv Brame,1931,4.07,2.99,1.08
George Blaeholder,1931,4.50,3.42,1.08
Red Lucas,1931,3.60,2.52,1.08
Bill Hallahan,1931,3.47,2.40,1.07
Carl Fischer,1931,4.93,3.87,1.06
Freddie Fitzsimmons,1931,3.10,2.05,1.05
Firpo Marberry,1931,3.14,2.12,1.02
Flint Rhem,1931,3.70,2.70,1.00
Ray Phelps,1931,5.04,4.04,1.00
Dazzy Vance,1931,3.34,2.35,0.99
Bill Walker,1931,2.14,1.16,0.98
Clarence Mitchell,1931,3.91,2.93,0.98
Pat Malone,1931,3.98,3.01,0.97
Sad Sam Jones,1931,4.08,3.13,0.95
Clint Brown,1931,4.67,3.73,0.94
Hank Johnson,1931,4.94,4.00,0.94
Red Ruffing,1931,4.06,3.13,0.93
Jack Russell,1931,5.04,4.13,0.91
Danny MacFayden,1931,4.03,3.12,0.91
Ed Brandt,1931,3.04,2.14,0.90
Phil Collins,1931,3.96,3.06,0.90
Watty Clark,1931,3.24,2.34,0.90
Bob Smith,1931,3.25,2.35,0.90
Clise Dudley,1931,3.79,2.90,0.89
Si Johnson,1931,3.60,2.73,0.87
Lefty Gomez,1931,2.99,2.12,0.87
Wes Ferrell,1931,3.70,2.86,0.84
General Crowder,1931,3.80,2.96,0.84
Vic Sorrell,1931,4.05,3.22,0.83
George Earnshaw,1931,3.52,2.69,0.83
Lloyd Brown,1931,3.17,2.34,0.83
Rube Walberg,1931,3.92,3.09,0.83
Charlie Root,1931,3.47,2.65,0.82
Syl Johnson,1931,2.90,2.09,0.81
Mel Harder,1931,4.20,3.41,0.79
