playername,year,realERA,adjustedERA,diff
Bob Milacki,1989,3.69,3.10,0.59
Billy Pierce,1953,2.86,2.27,0.59
Phil Douglas,1915,3.51,2.92,0.59
Elden Auker,1942,4.04,3.45,0.59
Roger Erickson,1978,3.96,3.37,0.59
Ervin Santana,2011,3.38,2.79,0.59
Joe Beggs,1946,2.53,1.94,0.59
Larry Dierker,1968,3.31,2.72,0.59
Mike Garcia,1953,3.24,2.65,0.59
Walter Johnson,1913,1.19,0.60,0.59
Cy Blanton,1938,3.66,3.07,0.59
Mike Flanagan,1982,3.90,3.31,0.59
Charlie Root,1927,3.73,3.14,0.59
Bob Feller,1948,3.56,2.97,0.59
Early Wynn,1955,2.84,2.25,0.59
Jim Hardin,1968,2.51,1.92,0.59
Mudcat Grant,1958,3.74,3.15,0.59
Ramon Martinez,1993,3.44,2.85,0.59
Ken Raffensberger,1951,3.57,2.98,0.59
Shawn Estes,1997,3.18,2.59,0.59
Ernie Broglio,1960,2.98,2.39,0.59
Rip Collins,1922,3.39,2.80,0.59
Lefty Gomez,1934,2.26,1.67,0.59
Don Robinson,1979,3.88,3.29,0.59
Bill Gullickson,1982,3.57,2.98,0.59
Bullet Joe Bush,1923,3.43,2.84,0.59
Bob Knepper,1985,3.55,2.96,0.59
Carl Pavano,2004,3.00,2.41,0.59
Willie Mitchell,1914,3.10,2.51,0.59
Bob Shaw,1965,2.70,2.11,0.59
Matt Cain,2012,2.79,2.20,0.59
Phil Niekro,1968,2.58,1.99,0.59
Jon Matlack,1973,3.20,2.61,0.59
Eric Rasmussen,1977,3.48,2.89,0.59
Jon Matlack,1978,2.32,1.73,0.59
Bert Gallia,1917,2.88,2.29,0.59
Carl Morton,1970,3.61,3.02,0.59
Mike Hedlund,1971,2.77,2.18,0.59
Roger Clemens,1989,3.13,2.54,0.59
Ray Caldwell,1914,1.74,1.15,0.59
Steve Gromek,1954,2.77,2.18,0.59
Jack Scott,1927,4.88,4.29,0.59
Red Faber,1929,3.85,3.26,0.59
Dave Stieb,1986,4.74,4.15,0.59
Dean Chance,1966,3.04,2.45,0.59
Dennis Martinez,1993,3.85,3.26,0.59
Dave McNally,1972,2.95,2.36,0.59
Harry Brecheen,1946,2.42,1.83,0.59
Tommy John,1982,3.72,3.13,0.59
Rube Marquard,1920,3.18,2.59,0.59
Allie Reynolds,1947,3.22,2.63,0.59
Reb Russell,1916,2.19,1.60,0.59
Juan Marichal,1964,2.48,1.89,0.59
Vic Willis,1901,2.42,1.83,0.59
Catfish Hunter,1973,3.34,2.75,0.59
Joe Dobson,1950,4.18,3.59,0.59
John Candelaria,1977,2.34,1.75,0.59
Rube Marquard,1921,3.49,2.90,0.59
Erv Palica,1955,4.24,3.65,0.59
Jim Clancy,1980,3.30,2.71,0.59
Jim Colborn,1976,3.71,3.12,0.59
Guy Bush,1933,2.67,2.08,0.59
Red Barrett,1943,3.28,2.69,0.59
Al Hollingsworth,1945,2.61,2.02,0.59
Curt Schilling,1998,3.25,2.66,0.59
Bill Stoneman,1972,3.00,2.41,0.59
Paul Quantrill,1995,4.86,4.27,0.59
Bill Wegman,1992,3.20,2.61,0.59
Robin Roberts,1963,3.33,2.74,0.59
Harry Brecheen,1947,3.35,2.76,0.59
Johnny Cueto,2014,2.25,1.66,0.59
Larry Dierker,1975,4.00,3.41,0.59
Marty Pattin,1971,3.13,2.54,0.59
Mal Eason,1902,2.76,2.17,0.59
Bob Walk,1988,2.71,2.12,0.59
Whit Wyatt,1943,2.38,1.79,0.59
Bobo Newsom,1946,3.08,2.49,0.59
Steve McCatty,1981,2.33,1.74,0.59
Bill Lee,1974,3.51,2.92,0.59
Steve Busby,1974,3.39,2.80,0.59
Lefty Grove,1933,3.58,2.99,0.59
Larry Cheney,1914,2.69,2.10,0.59
Juan Marichal,1973,3.89,3.30,0.59
Camilo Pascual,1959,2.64,2.05,0.59
Stubby Overmire,1944,3.32,2.73,0.59
Logan Webb,2022,2.90,2.31,0.59
Sam Jones,1958,2.88,2.29,0.59
Luis Tiant,1972,1.88,1.29,0.59
Jack Chesbro,1902,2.18,1.59,0.59
Charlie Robertson,1923,3.87,3.28,0.59
Sonny Siebert,1971,2.91,2.32,0.59
Red Causey,1920,4.49,3.90,0.59
Earl Whitehill,1931,4.08,3.49,0.59
Fred Sanford,1948,5.05,4.46,0.59
Bullet Joe Bush,1914,3.02,2.43,0.59
Ray Fisher,1914,2.35,1.76,0.59
Jim Perry,1974,2.96,2.37,0.59
Nick Strincevich,1945,3.32,2.73,0.59
Mel Harder,1933,3.08,2.49,0.59
Orel Hershiser,1988,2.27,1.68,0.59
Jack Quinn,1914,2.72,2.13,0.59
Jim Kaat,1969,3.65,3.06,0.59
Joe Oeschger,1921,3.53,2.94,0.59
Fernando Valenzuela,1984,3.03,2.44,0.59
Steve Rogers,1976,3.26,2.67,0.59
Jack Fisher,1964,4.18,3.59,0.59
Mel Parnell,1953,3.12,2.53,0.59
Bobby Witt,1992,4.29,3.70,0.59
Jerry Koosman,1976,2.66,2.07,0.59
Earl Wilson,1968,2.90,2.31,0.59
Hugh Mulcahy,1940,3.50,2.91,0.59
Bronson Arroyo,2012,3.74,3.15,0.59
Willie Sudhoff,1902,3.10,2.51,0.59
Fred Norman,1979,3.65,3.06,0.59
Bob Shawkey,1917,2.50,1.91,0.59
Harry Gumbert,1938,3.92,3.33,0.59
Jesse Barnes,1917,2.56,1.97,0.59
Red Donahue,1904,2.28,1.69,0.59
Stan Williams,1960,2.80,2.21,0.59
Don Drysdale,1967,2.74,2.15,0.59
Firpo Marberry,1933,3.56,2.97,0.59
Waite Hoyt,1923,3.09,2.50,0.59
Frank Sullivan,1957,2.75,2.16,0.59
Ross Grimsley,1975,4.05,3.46,0.59
Marty McHale,1914,3.13,2.54,0.59
Floyd Bannister,1980,3.47,2.88,0.59
Bobo Newsom,1944,2.83,2.24,0.59
Dave Giusti,1967,4.24,3.65,0.59
Ben Cantwell,1933,2.78,2.19,0.59
Sal Maglie,1952,2.89,2.30,0.59
Denny McLain,1969,2.81,2.22,0.59
Slim Sallee,1912,2.95,2.37,0.58
Ismael Valdez,1997,2.65,2.07,0.58
George Caster,1938,4.40,3.82,0.58
Larry Christenson,1982,3.47,2.89,0.58
Reggie Cleveland,1973,3.01,2.43,0.58
Ed Figueroa,1977,3.57,2.99,0.58
Trevor Bauer,2018,2.26,1.68,0.58
Ferdie Schupp,1920,3.42,2.84,0.58
Danny Jackson,1994,3.26,2.68,0.58
Wilbur Cooper,1924,3.39,2.81,0.58
Dick Ellsworth,1965,3.86,3.28,0.58
John Smoltz,1995,3.18,2.60,0.58
Kenny Rogers,2000,4.55,3.97,0.58
Burleigh Grimes,1928,3.40,2.82,0.58
Doug Drabek,1990,2.76,2.18,0.58
Jim Tobin,1945,4.07,3.49,0.58
Earl Whitehill,1926,4.09,3.51,0.58
Tommy Thomas,1928,3.18,2.60,0.58
Jake Peavy,2008,2.85,2.27,0.58
Ken McBride,1963,3.26,2.68,0.58
Gerry Staley,1953,3.96,3.38,0.58
Frank Viola,1985,4.09,3.51,0.58
Floyd Bannister,1984,4.86,4.28,0.58
Fergie Jenkins,1979,4.07,3.49,0.58
Rube Marquard,1916,1.83,1.25,0.58
Joe Shaute,1924,3.70,3.12,0.58
Bruce Howard,1966,2.24,1.66,0.58
Barney Pelty,1904,2.81,2.23,0.58
Zane Smith,1991,3.20,2.62,0.58
Mike Prendergast,1918,3.02,2.44,0.58
Eric Show,1985,3.09,2.51,0.58
Jim Kaat,1973,4.42,3.84,0.58
Mark Gubicza,1985,4.01,3.43,0.58
Oil Can Boyd,1986,3.78,3.20,0.58
Harry Harper,1920,2.67,2.09,0.58
Vinegar Bend Mizell,1960,3.50,2.92,0.58
Bob Feller,1951,3.27,2.69,0.58
James Shields,2009,4.14,3.56,0.58
Art Nehf,1919,2.46,1.88,0.58
Steve Kline,1972,2.40,1.82,0.58
Claude Osteen,1964,3.33,2.75,0.58
R.A. Dickey,2014,3.71,3.13,0.58
Paul Derringer,1945,3.76,3.18,0.58
Dave Wickersham,1964,3.45,2.87,0.58
Harvey Haddix,1955,4.48,3.90,0.58
Ray Semproch,1958,4.02,3.44,0.58
Grant Jackson,1969,3.36,2.78,0.58
Eddie Smith,1941,3.22,2.64,0.58
Dave McNally,1965,2.96,2.38,0.58
Rick Rhoden,1984,2.72,2.14,0.58
Jim Hearn,1955,3.66,3.08,0.58
Bob Weiland,1937,3.45,2.87,0.58
Darryl Kile,1997,2.57,1.99,0.58
Dennis Leonard,1978,3.33,2.75,0.58
Milt Pappas,1964,3.00,2.42,0.58
Pat Hentgen,1996,3.22,2.64,0.58
Lil Stoner,1927,4.06,3.48,0.58
Dave Burba,1996,3.87,3.29,0.58
Allie Reynolds,1950,3.42,2.84,0.58
Floyd Bannister,1979,4.05,3.47,0.58
Jean Dubuc,1915,3.06,2.48,0.58
Bill Hands,1971,3.43,2.85,0.58
Milt Pappas,1971,3.51,2.93,0.58
Cal McLish,1959,3.58,3.00,0.58
Kevin Brown,1992,3.32,2.74,0.58
Harvey Haddix,1958,3.43,2.85,0.58
Dave Stewart,1988,3.23,2.65,0.58
Brent Strom,1976,3.34,2.76,0.58
Dennis Martinez,1989,3.17,2.59,0.58
Robin Roberts,1962,2.82,2.24,0.58
Fred Frankhouse,1936,3.66,3.08,0.58
Gaylord Perry,1973,3.38,2.80,0.58
Tiny Bonham,1942,2.29,1.71,0.58
Johnny Allen,1937,2.64,2.06,0.58
Greg Maddux,1996,2.72,2.14,0.58
Bob Lemon,1954,2.72,2.14,0.58
George Winter,1901,2.80,2.22,0.58
Don Carman,1988,4.19,3.61,0.58
Ross Grimsley,1973,3.25,2.67,0.58
Randy Wolf,2009,3.23,2.65,0.58
Lew Burdette,1958,2.95,2.37,0.58
Luis Tiant,1973,3.34,2.76,0.58
George McQuillan,1915,2.74,2.16,0.58
Claude Osteen,1965,2.79,2.21,0.58
Bobby Shantz,1957,2.45,1.87,0.58
Sailor Stroud,1915,3.06,2.48,0.58
Don Mossi,1959,3.29,2.71,0.58
Bert Humphries,1913,2.96,2.38,0.58
Ray Sadecki,1961,3.72,3.14,0.58
Bernie Boland,1917,2.71,2.13,0.58
Carl Hubbell,1929,3.86,3.28,0.58
Mark Langston,1989,2.74,2.16,0.58
Rick Reed,2002,3.80,3.22,0.58
Tom Seaver,1976,2.59,2.01,0.58
Gaylord Perry,1971,2.76,2.18,0.58
Scott McGregor,1986,4.52,3.94,0.58
Tracy Stallard,1965,3.21,2.63,0.58
Billy Pierce,1957,3.16,2.58,0.58
Wei-Yin Chen,2014,3.54,2.96,0.58
Vern Bickford,1949,4.28,3.70,0.58
Ray Culp,1963,3.03,2.45,0.58
Warren Spahn,1957,2.70,2.12,0.58
Early Wynn,1943,3.00,2.42,0.58
Craig McMurtry,1983,3.11,2.53,0.58
Gary Ross,1976,2.93,2.35,0.58
Red Barrett,1945,3.05,2.47,0.58
Dizzy Dean,1936,3.32,2.74,0.58
Larry Jackson,1966,3.34,2.76,0.58
Jerry Koosman,1969,2.28,1.70,0.58
Jim Rooker,1974,2.78,2.20,0.58
Bob Bruce,1964,2.85,2.27,0.58
Bernie Boland,1919,3.20,2.62,0.58
Mel Stottlemyre,1970,3.09,2.51,0.58
Jim Lonborg,1972,2.88,2.30,0.58
Turk Farrell,1962,3.14,2.56,0.58
Frank Tanana,1977,2.54,1.96,0.58
Babe Ruth,1915,2.61,2.03,0.58
Marcus Stroman,2021,3.02,2.44,0.58
Dick Stigman,1964,4.24,3.66,0.58
Jim Bagby,1942,2.97,2.39,0.58
Kevin Millwood,2002,3.25,2.67,0.58
Brooks Lawrence,1958,4.41,3.83,0.58
Tom Underwood,1979,3.71,3.13,0.58
Greg Swindell,1988,3.20,2.62,0.58
Denny Neagle,1995,3.43,2.85,0.58
Brad Radke,2005,4.04,3.46,0.58
Tommy Thomas,1931,4.85,4.27,0.58
Bob Anderson,1959,4.15,3.57,0.58
Sid Hudson,1948,5.72,5.14,0.58
Claude Osteen,1970,3.83,3.25,0.58
Willis Hudlin,1929,3.37,2.79,0.58
Hooks Dauss,1915,2.38,1.80,0.58
Travis Wood,2013,3.11,2.53,0.58
Dick Donovan,1962,3.59,3.01,0.58
Rick Langford,1979,4.12,3.54,0.58
Jim Bunning,1957,2.89,2.31,0.58
Dave McNally,1973,3.21,2.63,0.58
Al Demaree,1914,3.04,2.47,0.57
Bill Dinneen,1903,2.17,1.60,0.57
Wes Ferrell,1935,3.41,2.84,0.57
Frank Viola,1988,2.64,2.07,0.57
Tommy John,1968,1.98,1.41,0.57
Tommy John,1979,2.96,2.39,0.57
Steve Avery,1992,3.20,2.63,0.57
Ray Sadecki,1964,3.48,2.91,0.57
Hooks Dauss,1917,2.52,1.95,0.57
Tommie Sisk,1967,3.32,2.75,0.57
Bob Shawkey,1922,2.85,2.28,0.57
Dutch Ruether,1925,3.68,3.11,0.57
Mel Harder,1935,3.32,2.75,0.57
Erv Kantlehner,1915,2.36,1.79,0.57
Stan Yerkes,1902,3.74,3.17,0.57
Don Drysdale,1960,2.90,2.33,0.57
Red Lucas,1932,2.94,2.37,0.57
George Brunet,1966,3.35,2.78,0.57
Mike Moore,1987,4.71,4.14,0.57
Larry French,1932,3.08,2.51,0.57
Frank Miller,1918,2.37,1.80,0.57
Jeff Tesreau,1914,2.35,1.78,0.57
Mike Scott,1985,3.30,2.73,0.57
Whitey Ford,1955,2.40,1.83,0.57
Fergie Jenkins,1970,3.37,2.80,0.57
Deacon Phillippe,1902,2.06,1.49,0.57
Jean Dubuc,1913,2.87,2.30,0.57
Chris Nabholz,1992,3.32,2.75,0.57
Wade Blasingame,1965,3.81,3.24,0.57
Phil Niekro,1977,4.04,3.47,0.57
Rube Walberg,1927,4.04,3.47,0.57
Jack Kralick,1963,2.95,2.38,0.57
Joe Shaute,1928,3.94,3.37,0.57
Tom Seaver,1978,2.88,2.31,0.57
Brandon Webb,2007,3.01,2.44,0.57
Doc White,1904,1.78,1.21,0.57
John Henry Johnson,1978,3.51,2.94,0.57
Mike Mussina,2008,3.37,2.80,0.57
Howie Camnitz,1914,3.40,2.83,0.57
Tommy John,1977,2.78,2.21,0.57
Phil Niekro,1967,1.96,1.39,0.57
Bud Daley,1960,4.64,4.07,0.57
Phil Marchildon,1946,3.41,2.84,0.57
Dallas Keuchel,2014,2.93,2.36,0.57
Tom Seaver,1977,2.58,2.01,0.57
Tommy Bridges,1937,4.12,3.55,0.57
Ray Culp,1970,3.04,2.47,0.57
Earl Whitehill,1927,3.48,2.91,0.57
Rube Marquard,1913,2.72,2.15,0.57
Pat Malone,1930,4.04,3.47,0.57
Jim Bagby,1917,2.17,1.60,0.57
Johnny Couch,1922,3.84,3.27,0.57
Firpo Marberry,1929,2.86,2.29,0.57
George McConnell,1916,2.48,1.91,0.57
Rick Reuschel,1973,3.00,2.43,0.57
Jered Weaver,2014,3.59,3.02,0.57
Wilbur Cooper,1918,2.29,1.72,0.57
Mario Soto,1985,3.58,3.01,0.57
Ralph Terry,1963,3.25,2.68,0.57
Sonny Gray,2023,2.79,2.22,0.57
Jim Bagby,1943,3.16,2.59,0.57
Steve Barber,1961,3.35,2.78,0.57
Bob Buhl,1961,4.21,3.64,0.57
Taijuan Walker,2017,3.49,2.92,0.57
Charlie Lea,1984,2.89,2.32,0.57
Roy Halladay,2011,2.35,1.78,0.57
Kyle Gibson,2018,3.62,3.05,0.57
Lefty Grove,1927,3.26,2.69,0.57
Al Fitzmorris,1976,3.06,2.49,0.57
Cole Hamels,2012,3.05,2.48,0.57
Ron Romanick,1984,3.76,3.19,0.57
Dan Haren,2009,3.14,2.57,0.57
Jaime Navarro,1996,3.92,3.35,0.57
Jack Morris,1979,3.28,2.71,0.57
Art Nehf,1917,2.16,1.59,0.57
Andy Pettitte,2005,2.39,1.82,0.57
Larry Jackson,1959,3.26,2.69,0.57
Larry French,1930,4.26,3.69,0.57
Wayne Garland,1976,2.68,2.11,0.57
Dutch Leonard,1949,4.08,3.51,0.57
Jim Nash,1968,2.33,1.76,0.57
Paul Splittorff,1978,3.41,2.84,0.57
Jim Bunning,1962,3.71,3.14,0.57
Gary Bell,1967,3.38,2.81,0.57
Dutch Ruether,1923,4.29,3.72,0.57
Jose Lima,1998,3.70,3.13,0.57
Mickey Lolich,1968,3.33,2.76,0.57
Whitey Ford,1960,3.02,2.45,0.57
Bump Hadley,1934,4.40,3.83,0.57
Matt Morris,2005,4.11,3.54,0.57
Jim O'Toole,1964,2.66,2.09,0.57
George Mogridge,1923,2.91,2.34,0.57
Tony Cloninger,1964,3.46,2.89,0.57
Bill Dietrich,1944,3.66,3.09,0.57
Mark Thurmond,1984,3.02,2.45,0.57
Mel Stottlemyre,1969,2.82,2.25,0.57
Claude Osteen,1975,4.36,3.79,0.57
Justin Masterson,2011,3.22,2.65,0.57
Larry Gura,1980,2.95,2.38,0.57
Bobby Bolin,1966,2.77,2.20,0.57
Gary Peters,1967,2.29,1.72,0.57
Alex Kellner,1949,3.64,3.07,0.57
Ed Siever,1903,2.49,1.92,0.57
Dennis Rasmussen,1990,4.51,3.94,0.57
Art Mahaffey,1962,3.90,3.33,0.57
Claude Hendrix,1913,3.09,2.52,0.57
Cliff Chambers,1950,4.12,3.55,0.57
Nels Potter,1944,2.85,2.28,0.57
Jack Morris,1987,3.38,2.81,0.57
Randy Gumpert,1949,3.77,3.20,0.57
Bob Lemon,1955,3.96,3.39,0.57
Bob Forsch,1982,3.53,2.96,0.57
Hyun-Jin Ryu,2013,3.00,2.43,0.57
Lefty Gomez,1937,2.33,1.76,0.57
Eric Show,1988,3.26,2.69,0.57
Ken Forsch,1972,3.90,3.33,0.57
Jack Billingham,1973,3.04,2.47,0.57
Jason Schmidt,1998,4.07,3.50,0.57
Vern Law,1960,3.08,2.51,0.57
Scott Diamond,2012,3.54,2.97,0.57
Jack Chesbro,1903,2.69,2.12,0.57
Todd Stottlemyre,1998,3.74,3.17,0.57
Lefty Grove,1928,2.53,1.96,0.57
Tom Hughes,1903,2.53,1.96,0.57
Ray Starr,1943,3.74,3.17,0.57
Earl Wilson,1964,4.54,3.97,0.57
Harry Coveleski,1914,2.57,2.01,0.56
Tiny Bonham,1944,2.96,2.40,0.56
Ray Culp,1965,3.13,2.57,0.56
Charlie Leibrandt,1985,2.69,2.13,0.56
Ray Herbert,1962,3.27,2.71,0.56
Christy Mathewson,1915,3.48,2.92,0.56
Diego Segui,1964,4.59,4.03,0.56
Luke Hamlin,1940,2.97,2.41,0.56
David Cone,1992,2.87,2.31,0.56
Tex Hughson,1943,2.66,2.10,0.56
Hank Robinson,1913,2.30,1.74,0.56
Jim Slaton,1975,4.57,4.01,0.56
Chris Short,1965,2.85,2.29,0.56
Nelson Briles,1976,3.27,2.71,0.56
Carl Hubbell,1931,2.81,2.25,0.56
Rick Waits,1980,4.45,3.89,0.56
Jack Quinn,1922,3.55,2.99,0.56
Juan Pizarro,1963,2.45,1.89,0.56
Lew Krausse,1968,3.31,2.75,0.56
Al Jackson,1964,4.35,3.79,0.56
Herman Pillette,1922,2.94,2.38,0.56
Eddie Plank,1912,2.29,1.73,0.56
Dock Ellis,1974,3.16,2.60,0.56
Steve Rogers,1975,3.29,2.73,0.56
Lefty Grove,1929,2.88,2.32,0.56
Bob Gibson,1972,2.46,1.90,0.56
Jimmie DeShong,1937,5.09,4.53,0.56
Mike Scott,1988,2.92,2.36,0.56
Pete Alexander,1927,2.45,1.89,0.56
Dutch Leonard,1914,1.09,0.53,0.56
Chuck Estrada,1961,3.58,3.02,0.56
Pedro Martinez,1999,2.07,1.51,0.56
Charlie Leibrandt,1987,3.41,2.85,0.56
Dummy Taylor,1901,3.08,2.52,0.56
Pedro Martinez,2005,2.82,2.26,0.56
Earl Wilson,1966,3.09,2.53,0.56
Sidney Ponson,2003,3.75,3.19,0.56
Rick Reed,1997,2.98,2.42,0.56
Jesse Barnes,1921,3.39,2.83,0.56
Curt Davis,1939,3.72,3.16,0.56
Charlie Morton,2021,3.34,2.78,0.56
Matt Morris,1997,3.19,2.63,0.56
Spud Chandler,1946,2.11,1.55,0.56
Dickey Kerr,1921,4.37,3.81,0.56
Carl Mays,1926,2.87,2.31,0.56
Nolan Ryan,1987,2.76,2.20,0.56
Danny MacFayden,1938,2.96,2.40,0.56
Joe McIntosh,1975,3.72,3.16,0.56
Ron Kline,1957,4.11,3.55,0.56
Fergie Jenkins,1969,3.21,2.65,0.56
Johnny Klippstein,1956,4.22,3.66,0.56
Curt Simmons,1964,3.43,2.87,0.56
Stan Bahnsen,1972,3.58,3.02,0.56
Miles Mikolas,2023,4.78,4.22,0.56
Joe Coleman,1971,3.15,2.59,0.56
Brandon Webb,2003,2.86,2.30,0.56
Cy Young,1902,2.04,1.48,0.56
Ted Blankenship,1927,5.00,4.44,0.56
Todd Stottlemyre,1993,4.93,4.37,0.56
Ed Reulbach,1914,2.71,2.15,0.56
Chris Capuano,2005,3.99,3.43,0.56
Joey Jay,1962,3.81,3.25,0.56
John Denny,1983,2.37,1.81,0.56
Jim Parque,2000,4.33,3.77,0.56
Hank Wyse,1944,3.30,2.74,0.56
Luis Tiant,1976,3.06,2.50,0.56
Ray Kremer,1926,2.63,2.07,0.56
Ed Whitson,1980,3.10,2.54,0.56
Hal Schumacher,1940,3.20,2.64,0.56
Johnny Antonelli,1958,3.35,2.79,0.56
Tom Zachary,1924,2.76,2.20,0.56
Mike Hampton,2000,3.14,2.58,0.56
Tom Murphy,1969,4.23,3.67,0.56
Red Ruffing,1941,3.54,2.98,0.56
Walter Johnson,1919,1.40,0.84,0.56
Wilbur Cooper,1921,3.22,2.66,0.56
Ray Kremer,1928,4.33,3.77,0.56
John Montefusco,1982,4.00,3.44,0.56
Joe Oeschger,1918,3.36,2.80,0.56
Jim Bouton,1964,3.03,2.47,0.56
Rudy May,1976,3.70,3.14,0.56
Larry Dierker,1969,2.36,1.80,0.56
Jack Scott,1920,3.54,2.98,0.56
Mudcat Grant,1965,3.19,2.63,0.56
Zack Greinke,2018,3.21,2.65,0.56
Ron Kline,1956,3.38,2.82,0.56
Warren Spahn,1949,3.16,2.60,0.56
Craig Swan,1979,3.29,2.73,0.56
Bump Hadley,1927,2.84,2.28,0.56
Roy Halladay,2009,2.79,2.23,0.56
Wes Ferrell,1932,3.59,3.03,0.56
Orel Hershiser,1986,3.85,3.29,0.56
Josh Johnson,2009,3.23,2.67,0.56
Ed Willett,1912,3.03,2.47,0.56
Larry Cheney,1912,2.86,2.30,0.56
John D'Acquisto,1974,3.85,3.29,0.56
Hugh McQuillan,1921,4.25,3.69,0.56
Jesse Haines,1923,3.44,2.88,0.56
Eppa Rixey,1922,3.60,3.04,0.56
Roy Patterson,1902,2.77,2.21,0.56
John Smiley,1995,3.43,2.87,0.56
Howard Ehmke,1922,4.67,4.11,0.56
Jack Nabors,1916,3.35,2.79,0.56
Al Jackson,1966,2.61,2.05,0.56
Manny Salvo,1941,3.87,3.31,0.56
Steve Blass,1972,2.47,1.91,0.56
Hooks Dauss,1925,3.63,3.07,0.56
Steve Arlin,1973,5.02,4.46,0.56
Gary Nolan,1971,3.16,2.60,0.56
Don Wilson,1969,4.04,3.48,0.56
Tom Candiotti,1988,3.28,2.72,0.56
Dock Ellis,1971,3.06,2.50,0.56
Vida Blue,1978,2.79,2.23,0.56
Sam McDowell,1970,2.92,2.36,0.56
Rick Mahler,1984,3.28,2.72,0.56
Cy Young,1904,2.02,1.46,0.56
Warren Spahn,1951,2.97,2.41,0.56
Vida Blue,1974,3.25,2.69,0.56
Bucky Walters,1942,2.53,1.97,0.56
Curt Simmons,1954,2.82,2.26,0.56
Rich Hill,2016,2.12,1.56,0.56
Andy Messersmith,1974,2.59,2.03,0.56
Mike McCormick,1960,2.73,2.17,0.56
Tim Lincecum,2009,2.48,1.92,0.56
Bob Gibson,1974,3.83,3.27,0.56
Steve Rogers,1980,2.98,2.43,0.55
Bob Carpenter,1942,3.26,2.71,0.55
Al Downing,1973,3.38,2.83,0.55
Van Mungo,1945,3.20,2.65,0.55
Luis Leal,1982,3.93,3.38,0.55
Josh Beckett,2003,3.06,2.51,0.55
Lew Burdette,1956,2.73,2.18,0.55
Al Brazle,1949,3.29,2.74,0.55
Steve Stone,1979,3.77,3.22,0.55
Ernie Shore,1915,1.68,1.13,0.55
Frank Allen,1915,2.44,1.89,0.55
Ernie Shore,1917,2.41,1.86,0.55
Claude Passeau,1944,2.76,2.21,0.55
Joe Coleman,1973,3.53,2.98,0.55
Robin Roberts,1956,4.50,3.95,0.55
Don Drysdale,1964,2.18,1.63,0.55
Dennis Eckersley,1979,2.99,2.44,0.55
Javier Vazquez,2007,3.74,3.19,0.55
Joaquin Andujar,1983,4.18,3.63,0.55
Butch Wensloff,1943,2.46,1.91,0.55
Dave Boswell,1967,3.36,2.81,0.55
LaMarr Hoyt,1983,3.66,3.11,0.55
Tom Brewer,1958,3.75,3.20,0.55
Bill Swift,1936,4.29,3.74,0.55
Ned Garver,1950,3.42,2.87,0.55
Scott McGregor,1982,4.61,4.06,0.55
Phil Douglas,1917,2.65,2.10,0.55
Eric Show,1983,4.12,3.57,0.55
Gaylord Perry,1975,3.24,2.69,0.55
Balor Moore,1973,4.54,3.99,0.55
Justin Verlander,2010,3.37,2.82,0.55
Harvey Haddix,1953,3.12,2.57,0.55
Bob Friend,1960,3.01,2.46,0.55
Jim Maloney,1963,2.77,2.22,0.55
Earl Moore,1903,1.71,1.16,0.55
Steve Sundra,1943,3.30,2.75,0.55
LaTroy Hawkins,1998,5.25,4.70,0.55
Elam Vangilder,1923,3.09,2.54,0.55
Clay Kirby,1969,3.84,3.29,0.55
Don Newcombe,1950,3.64,3.09,0.55
Jim Archer,1961,3.27,2.72,0.55
Jim Palmer,1972,2.07,1.52,0.55
Jose DeLeon,1988,3.67,3.12,0.55
Bob Buhl,1965,4.34,3.79,0.55
Grover Lowdermilk,1915,3.04,2.49,0.55
Jack Quinn,1915,3.43,2.88,0.55
Slim Sallee,1917,1.95,1.40,0.55
Lefty Stewart,1933,3.80,3.25,0.55
Tiny Chaplin,1936,4.31,3.76,0.55
Ray Keating,1914,2.78,2.23,0.55
Dennis Martinez,1995,3.08,2.53,0.55
Jim Perry,1969,2.85,2.30,0.55
Jerry Koosman,1977,3.49,2.94,0.55
Mike Flanagan,1980,4.12,3.57,0.55
Eddie Cicotte,1920,3.28,2.73,0.55
Red Ames,1913,2.84,2.29,0.55
Fred Toney,1918,2.52,1.97,0.55
Frank Lary,1960,3.50,2.95,0.55
Steve Avery,1991,3.38,2.83,0.55
Buzz Capra,1974,2.29,1.74,0.55
Mudcat Grant,1964,3.63,3.08,0.55
Jimmy Ring,1922,4.78,4.23,0.55
Jim Abbott,1991,2.89,2.34,0.55
Max Scherzer,2013,2.90,2.35,0.55
Robbie Ray,2021,2.84,2.29,0.55
Don Drysdale,1963,2.63,2.08,0.55
Jim Palmer,1982,2.91,2.36,0.55
Whitey Ford,1956,2.49,1.94,0.55
Bob Friend,1958,3.65,3.10,0.55
Early Wynn,1959,3.17,2.62,0.55
Nolan Ryan,1980,3.35,2.80,0.55
Bucky Walters,1946,2.56,2.01,0.55
Jerry Koosman,1970,3.20,2.65,0.55
Johnny Antonelli,1953,3.21,2.66,0.55
Earl Wilson,1967,3.29,2.74,0.55
Claude Osteen,1971,3.54,2.99,0.55
Ray Phelps,1930,4.25,3.70,0.55
Kevin Gross,1988,3.69,3.14,0.55
Bill Duggleby,1902,3.31,2.76,0.55
Art Nehf,1922,3.36,2.81,0.55
Milt Wilcox,1978,3.60,3.05,0.55
Shelby Miller,2013,3.06,2.51,0.55
Aaron Harang,2006,3.78,3.23,0.55
Bill Gullickson,1981,2.80,2.25,0.55
