playername,year,realERA,adjustedERA,diff
Tom Sheehan,1916,3.36,2.10,1.26
Tom Bradley,1974,4.62,3.36,1.26
Steve Swetonic,1932,3.01,1.75,1.26
Jim Deshaies,1987,4.45,3.19,1.26
Don Hood,1978,4.33,3.07,1.26
Jake Westbrook,2011,4.66,3.40,1.26
Esteban Loaiza,2000,4.71,3.45,1.26
Dazzy Vance,1926,3.93,2.67,1.26
Joe Bowman,1936,5.20,3.94,1.26
Willie Blair,2000,5.20,3.94,1.26
Bob Milacki,1990,4.38,3.12,1.26
Gio Gonzalez,2018,4.21,2.95,1.26
Guy Morton,1922,3.93,2.67,1.26
Roy Mahaffey,1935,4.20,2.94,1.26
Ike Delock,1958,3.67,2.41,1.26
Dock Ellis,1979,6.18,4.92,1.26
Frank Allen,1916,2.32,1.06,1.26
Dwight Gooden,1996,5.01,3.75,1.26
Adrian Houser,2022,4.83,3.57,1.26
Chris Archer,2015,3.23,1.97,1.26
Babe Ruth,1919,3.29,2.03,1.26
Esteban Loaiza,2006,4.89,3.63,1.26
Mike Caldwell,1972,4.27,3.01,1.26
Paul Maholm,2012,3.69,2.43,1.26
Balor Moore,1972,3.47,2.21,1.26
Sterling Hitchcock,1995,4.70,3.44,1.26
Jerry Johnson,1969,4.19,2.93,1.26
Oral Hildebrand,1937,5.22,3.96,1.26
Jason Hammel,2012,3.43,2.17,1.26
Randall Delgado,2013,4.17,2.91,1.26
Teddy Higuera,1989,3.46,2.20,1.26
Willis Hudlin,1934,4.50,3.24,1.26
Bob Gibson,1967,2.98,1.72,1.26
Jesus Sanchez,2000,5.34,4.08,1.26
Russ Van Atta,1933,3.80,2.54,1.26
Scott Erickson,1993,5.19,3.93,1.26
Ben Sheets,2005,3.33,2.07,1.26
Barney Wolfe,1904,2.95,1.69,1.26
Johnny Klippstein,1954,5.38,4.12,1.26
Ross Stripling,2018,3.39,2.13,1.26
Rick Porcello,2011,4.75,3.49,1.26
Jim Deshaies,1991,4.98,3.72,1.26
Bunny Hearn,1918,2.74,1.48,1.26
Mike Scott,1984,4.76,3.50,1.26
Justin Masterson,2010,4.78,3.52,1.26
Aaron Sele,1994,3.83,2.57,1.26
Ken Heintzelman,1946,3.65,2.39,1.26
Flint Rhem,1930,4.38,3.12,1.26
Milt Pappas,1958,4.17,2.91,1.26
Scott Kazmir,2008,3.49,2.23,1.26
Walt Terrell,1983,3.55,2.29,1.26
Chris Reitsma,2001,5.25,3.99,1.26
Jon Lieber,2002,3.70,2.44,1.26
Mike Paxton,1978,4.03,2.77,1.26
Russ Christopher,1945,3.21,1.95,1.26
Mark Clark,1994,3.82,2.56,1.26
Mike Pelfrey,2008,3.72,2.46,1.26
Bert Gallia,1919,3.81,2.55,1.26
George Murray,1923,4.95,3.69,1.26
Roy Halladay,2012,4.49,3.23,1.26
Chuck Finley,1995,4.21,2.95,1.26
Billy Loes,1957,3.18,1.92,1.26
Dan Wright,2002,5.18,3.92,1.26
John Doherty,1993,4.47,3.21,1.26
Michael Fiers,2019,3.90,2.64,1.26
Jim Weaver,1935,3.34,2.08,1.26
Santo Alcala,1976,4.46,3.20,1.26
Brad Radke,2002,4.72,3.46,1.26
Bob Smith,1928,4.13,2.87,1.26
Tyler Wells,2022,4.25,2.99,1.26
David Wells,2001,4.47,3.21,1.26
Miles Mikolas,2022,3.30,2.04,1.26
Javier Vazquez,1999,5.00,3.74,1.26
Tim Lollar,1985,4.53,3.28,1.25
Anthony Reyes,2007,5.71,4.46,1.25
Edinson Volquez,2011,5.71,4.46,1.25
Carl Scheib,1949,5.29,4.04,1.25
Daisuke Matsuzaka,2010,4.69,3.44,1.25
Kevin Correia,2008,5.36,4.11,1.25
Slim Harriss,1920,4.00,2.75,1.25
Adam Wainwright,2008,3.20,1.95,1.25
Ted Lilly,2010,3.62,2.37,1.25
Greg Mathews,1986,3.73,2.48,1.25
Elmer Dessens,2000,4.21,2.96,1.25
Javier Vazquez,2011,3.69,2.44,1.25
Mike Minor,2012,4.12,2.87,1.25
Mark Portugal,1998,4.44,3.19,1.25
Julio Moreno,1951,5.14,3.89,1.25
Bud Teachout,1930,4.47,3.22,1.25
Red Lucas,1935,3.43,2.18,1.25
Patrick Corbin,2021,5.82,4.57,1.25
Scott Diamond,2013,5.43,4.18,1.25
Shaun Marcum,2008,3.39,2.14,1.25
Spec Shea,1952,2.98,1.73,1.25
Steve Rogers,1981,3.42,2.17,1.25
Eric Lauer,2019,4.49,3.24,1.25
Whitey Glazner,1923,4.76,3.51,1.25
Sloppy Thurston,1931,3.87,2.62,1.25
Garrett Richards,2021,5.22,3.97,1.25
Armando Galarraga,2010,4.54,3.29,1.25
Steve Trout,1982,4.46,3.21,1.25
Brett Oberholtzer,2014,4.39,3.14,1.25
Alex Cobb,2018,4.90,3.65,1.25
Bret Saberhagen,1986,4.31,3.06,1.25
Aaron Nola,2021,4.63,3.38,1.25
Mike Thurman,2001,5.38,4.13,1.25
Pete Vuckovich,1985,5.51,4.26,1.25
Trevor Cahill,2011,4.16,2.91,1.25
Dean Stone,1955,4.13,2.88,1.25
Adrian Houser,2021,3.33,2.08,1.25
Fritz Ostermueller,1939,4.65,3.40,1.25
Steve Gromek,1953,3.86,2.61,1.25
Kevin Gross,1995,5.58,4.33,1.25
Victor Zambrano,2005,4.24,2.99,1.25
Dallas Keuchel,2016,4.55,3.30,1.25
Patrick Sandoval,2023,4.11,2.86,1.25
Lefty Grove,1941,4.29,3.04,1.25
Phil Huffman,1979,5.77,4.52,1.25
Ryan Franklin,2005,5.16,3.91,1.25
Ken Hill,1997,4.55,3.30,1.25
Hooks Wiltse,1912,3.16,1.91,1.25
Mark Buehrle,2006,4.99,3.74,1.25
Matt Wisler,2016,5.03,3.78,1.25
Dave Roberts,1977,4.93,3.68,1.25
Jon Lester,2021,4.71,3.46,1.25
Wandy Rodriguez,2007,4.58,3.33,1.25
Mike Torrez,1982,5.23,3.98,1.25
Bob Feller,1952,4.79,3.54,1.25
Joe Saunders,2013,5.26,4.01,1.25
Luis Perdomo,2017,4.67,3.42,1.25
Robin Roberts,1966,4.67,3.42,1.25
Dave Hillman,1958,2.92,1.67,1.25
Bill Lohrman,1939,4.32,3.07,1.25
Ken Forsch,1973,4.07,2.82,1.25
Red Lucas,1930,5.36,4.11,1.25
Adam Loewen,2006,4.95,3.70,1.25
Stephen Strasburg,2015,3.46,2.21,1.25
Jeff Weaver,2002,3.60,2.35,1.25
Ray Sadecki,1971,3.00,1.75,1.25
Mark Redman,2003,3.59,2.34,1.25
Ray Fisher,1916,3.31,2.06,1.25
Tom Candiotti,1996,4.43,3.18,1.25
Chris Bosio,1990,4.00,2.75,1.25
Red Faber,1926,3.32,2.07,1.25
Bob Walk,1980,4.57,3.32,1.25
Mark Langston,1985,5.47,4.22,1.25
Virgil Barnes,1928,5.33,4.09,1.24
Jay Tibbs,1988,5.84,4.60,1.24
A.J. Burnett,2007,3.75,2.51,1.24
Darrell Jackson,1980,4.10,2.86,1.24
Whitey Glazner,1924,6.05,4.81,1.24
Yusei Kikuchi,2023,3.86,2.62,1.24
Hank Fischer,1966,4.79,3.55,1.24
Danny Duffy,2018,4.88,3.64,1.24
Zach Eflin,2018,4.36,3.12,1.24
Ted Lyons,1934,4.67,3.43,1.24
Hideo Nomo,2001,4.50,3.26,1.24
Jack Knott,1937,5.06,3.82,1.24
Bill Walker,1933,3.76,2.52,1.24
Jered Weaver,2015,4.64,3.40,1.24
Aaron Cook,2009,4.16,2.92,1.24
Monty Kennedy,1948,3.36,2.12,1.24
Yank Terry,1943,3.50,2.26,1.24
Bill Krueger,1992,4.51,3.27,1.24
Dave Stieb,1979,4.31,3.07,1.24
Jason Isringhausen,1996,4.77,3.53,1.24
Bobby Witt,1986,5.48,4.24,1.24
Neal Heaton,1989,3.48,2.24,1.24
Terry Mulholland,1995,5.83,4.59,1.24
Ramon Martinez,1995,3.66,2.42,1.24
Joe Benz,1913,2.54,1.30,1.24
Roy Mahaffey,1932,5.07,3.83,1.24
Eddie Rommel,1927,2.98,1.74,1.24
Randy Wolf,2008,4.30,3.06,1.24
Tom Hall,1969,3.65,2.41,1.24
Nolan Ryan,1968,3.01,1.77,1.24
Peaches Davis,1938,4.01,2.77,1.24
Masahiro Tanaka,2014,2.77,1.53,1.24
Bob Knepper,1989,5.41,4.17,1.24
Wei-Yin Chen,2012,4.02,2.78,1.24
A.J. Burnett,2011,5.16,3.92,1.24
Jeremy Guthrie,2012,4.78,3.54,1.24
Zach Plesac,2021,4.67,3.43,1.24
Marco Gonzales,2018,4.00,2.76,1.24
Jarrod Parker,2013,3.97,2.73,1.24
Dan Schatzeder,1980,4.23,2.99,1.24
Paul Maholm,2009,4.44,3.20,1.24
Colby Lewis,2015,4.66,3.42,1.24
Watty Clark,1928,2.95,1.71,1.24
Floyd Bannister,1977,3.95,2.71,1.24
Scott Karl,1996,4.86,3.62,1.24
Joe Bowman,1944,4.60,3.36,1.24
Mike Leake,2015,3.70,2.46,1.24
Eppa Rixey,1913,2.89,1.65,1.24
Craig Swan,1980,3.58,2.34,1.24
Buddy Black,1992,3.97,2.73,1.24
Dave Freisleben,1977,4.71,3.47,1.24
Josh Fogg,2004,4.64,3.40,1.24
Bob Porterfield,1951,3.24,2.00,1.24
Rip Sewell,1948,3.49,2.25,1.24
Tom Hughes,1902,3.83,2.59,1.24
Wally Whitehurst,1991,4.53,3.29,1.24
Steve Stone,1973,3.85,2.61,1.24
Claude Passeau,1946,3.13,1.89,1.24
Rob Bell,2000,5.00,3.76,1.24
Ed Reulbach,1913,2.62,1.38,1.24
John Montefusco,1979,3.94,2.70,1.24
Ben Cantwell,1930,4.77,3.53,1.24
Joe Lake,1912,3.83,2.59,1.24
Guy Bush,1931,4.42,3.18,1.24
Jason Hammel,2013,5.14,3.90,1.24
Ray Bare,1976,4.50,3.26,1.24
Jose Berrios,2017,3.93,2.69,1.24
Jack Quinn,1926,3.53,2.29,1.24
Jing Johnson,1919,3.68,2.44,1.24
Ray Scarborough,1949,4.68,3.44,1.24
Mike Leake,2019,4.29,3.05,1.24
Bob Shirley,1979,3.96,2.72,1.24
John Cerutti,1986,4.49,3.25,1.24
Jon Niese,2010,4.20,2.96,1.24
Scott Bankhead,1987,5.21,3.97,1.24
Glen Hobbie,1963,3.96,2.72,1.24
Frank Castillo,1996,5.28,4.04,1.24
Randy Wolf,2003,4.23,2.99,1.24
Luis Leal,1981,3.94,2.70,1.24
Joe Ross,2016,3.43,2.19,1.24
Mel Harder,1938,3.98,2.74,1.24
Jack Armstrong,1992,5.44,4.20,1.24
Happy Finneran,1914,3.45,2.21,1.24
David Bush,2007,5.20,3.96,1.24
Brandon McCarthy,2012,3.24,2.00,1.24
Al Nipper,1986,5.38,4.14,1.24
MacKenzie Gore,2023,4.42,3.19,1.23
Wes Ferrell,1938,6.45,5.22,1.23
Charlie Morton,2011,3.83,2.60,1.23
Kevin Tapani,1998,4.79,3.56,1.23
Steve Mura,1981,4.21,2.98,1.23
Vic Raschi,1947,3.77,2.54,1.23
Gene Packard,1918,3.78,2.55,1.23
Mike Bielecki,1991,4.41,3.18,1.23
Paul Hartzell,1979,5.49,4.26,1.23
Tot Pressnell,1939,3.30,2.07,1.23
Daniel Lynch,2022,5.13,3.90,1.23
Marty Clary,1989,3.00,1.77,1.23
David Wells,1993,4.17,2.94,1.23
Bill Wegman,1988,4.02,2.79,1.23
Jordan Lyles,2014,4.33,3.10,1.23
Doug Davis,2006,4.91,3.68,1.23
John Thomson,1997,4.71,3.48,1.23
Jake Westbrook,2005,4.49,3.26,1.23
Jason Vargas,2013,4.02,2.79,1.23
Dustin Hermanson,2001,4.45,3.22,1.23
Jose DeLeon,1990,4.43,3.20,1.23
Jim Hearn,1953,4.54,3.31,1.23
D.J. Houlton,2005,4.97,3.74,1.23
Orel Hershiser,1999,4.58,3.35,1.23
Jim Bullinger,1995,4.14,2.91,1.23
Walt Dickson,1913,3.38,2.15,1.23
Rube Walberg,1930,4.80,3.57,1.23
Phil Hughes,2013,4.95,3.72,1.23
Tyler Anderson,2016,3.54,2.31,1.23
Zac Gallen,2021,4.30,3.07,1.23
Tom Glavine,2003,4.52,3.29,1.23
Jeff Karstens,2011,3.43,2.20,1.23
Ted Lilly,2001,5.63,4.40,1.23
Herm Wehmeier,1957,4.52,3.29,1.23
Kevin Tapani,1990,4.07,2.84,1.23
Angel Miranda,1993,3.28,2.05,1.23
Milt Pappas,1970,2.99,1.76,1.23
Michael Fiers,2016,4.48,3.25,1.23
Jordan Lyles,2012,5.09,3.86,1.23
David West,1990,5.10,3.87,1.23
Johnny Cueto,2010,3.64,2.41,1.23
Matt Shoemaker,2014,2.89,1.66,1.23
Russ Ortiz,2000,5.17,3.94,1.23
Ted Lyons,1937,4.15,2.92,1.23
Dave Freisleben,1976,3.64,2.41,1.23
Paul Mitchell,1976,4.25,3.02,1.23
Ralph Works,1912,3.88,2.65,1.23
Andy Pettitte,2002,3.27,2.04,1.23
Scott Erickson,1994,5.44,4.21,1.23
Jose Lima,2004,4.22,2.99,1.23
Jeremy Bonderman,2005,4.57,3.34,1.23
Darryl Kile,1992,3.95,2.72,1.23
Madison Bumgarner,2017,3.32,2.09,1.23
Ricky Nolasco,2014,5.38,4.15,1.23
Jair Jurrjens,2011,2.96,1.73,1.23
Burt Hooton,1974,4.58,3.35,1.23
Renie Martin,1982,4.69,3.46,1.23
CC Sabathia,2005,4.03,2.80,1.23
CC Sabathia,2017,3.69,2.46,1.23
Aaron Harang,2015,4.86,3.63,1.23
Kyle Kendrick,2013,4.70,3.47,1.23
Rolando Arrojo,2000,5.63,4.40,1.23
Mike Harkey,1990,3.26,2.03,1.23
Saul Rogovin,1955,3.63,2.40,1.23
Pat Zachry,1981,4.14,2.91,1.23
George Pipgras,1927,4.23,3.00,1.23
George Pipgras,1933,3.70,2.47,1.23
Art Reinhart,1925,3.01,1.78,1.23
Don Newcombe,1954,4.75,3.52,1.23
Greg Swindell,1994,4.37,3.14,1.23
Kevin Gausman,2016,3.61,2.38,1.23
Joey Jay,1965,4.40,3.17,1.23
Al Smith,1942,4.21,2.98,1.23
Fred Hutchinson,1949,2.89,1.66,1.23
Sean Newcomb,2018,3.91,2.68,1.23
Archie McKain,1937,4.42,3.19,1.23
Rudy May,1980,2.52,1.29,1.23
Ricky Romero,2010,3.73,2.50,1.23
Bill Walker,1932,4.17,2.94,1.23
Grant Jackson,1970,5.63,4.40,1.23
Jose Quintana,2017,4.15,2.92,1.23
Miguel Batista,2004,4.88,3.65,1.23
Dave Mlicki,1997,4.00,2.77,1.23
Danny Graves,2003,5.33,4.10,1.23
Pete Schneider,1914,2.82,1.59,1.23
Juan Guzman,1999,3.74,2.51,1.23
Denny Lemaster,1970,4.70,3.48,1.22
Ken Forsch,1981,2.88,1.66,1.22
Ariel Miranda,2017,4.90,3.68,1.22
Larry French,1939,3.45,2.23,1.22
Chad Durbin,2001,4.93,3.71,1.22
Bobby Witt,1995,4.13,2.91,1.22
Edwin Jackson,2012,4.03,2.81,1.22
Buck Ross,1936,5.67,4.45,1.22
Jake Odorizzi,2019,3.51,2.29,1.22
Mike Oquist,1999,5.62,4.40,1.22
Howie Fox,1948,4.75,3.53,1.22
Jimmy Anderson,2000,5.23,4.01,1.22
Kirk Rueter,1999,5.41,4.19,1.22
Eric Rasmussen,1979,3.71,2.49,1.22
Adam Eaton,2004,4.61,3.39,1.22
Tom Rogers,1918,3.52,2.30,1.22
Duke Maas,1958,3.52,2.30,1.22
Roger Clemens,1984,4.39,3.17,1.22
Shane Bieber,2023,3.80,2.58,1.22
Jamie Moyer,2006,4.30,3.08,1.22
Randy Johnson,2008,3.91,2.69,1.22
Cory Lidle,2005,4.53,3.31,1.22
Lee Meadows,1921,4.33,3.11,1.22
Ray Caldwell,1916,3.07,1.85,1.22
Jim McGlothlin,1972,4.01,2.79,1.22
Pat Malone,1934,3.46,2.24,1.22
Jaime Garcia,2015,2.43,1.21,1.22
Ken McBride,1964,5.40,4.18,1.22
Anibal Sanchez,2012,3.86,2.64,1.22
Jamie Moyer,2007,5.01,3.79,1.22
Kyle Gibson,2021,3.50,2.28,1.22
Tom Zachary,1935,3.87,2.65,1.22
Charlie Leibrandt,1992,3.39,2.17,1.22
Matt Clement,2001,5.05,3.83,1.22
Mark Buehrle,2002,3.58,2.36,1.22
Bob Buhl,1953,2.78,1.56,1.22
Willis Hudlin,1932,4.83,3.61,1.22
Kazuhisa Ishii,2004,4.71,3.49,1.22
Rube Benton,1915,3.44,2.22,1.22
Clint Hartung,1949,5.09,3.87,1.22
Emmett O'Neill,1944,4.61,3.39,1.22
James Paxton,2017,2.98,1.76,1.22
Joe Horlen,1970,4.89,3.67,1.22
Blue Moon Odom,1973,5.11,3.89,1.22
Curt Davis,1938,4.06,2.84,1.22
Carlos Perez,1995,3.72,2.50,1.22
Steve Gromek,1944,2.80,1.58,1.22
Ken McBride,1962,3.46,2.24,1.22
Bob Tewksbury,1986,3.21,1.99,1.22
Joe Yeager,1902,4.65,3.43,1.22
Ted Lyons,1924,4.98,3.76,1.22
Andy Pettitte,2010,3.28,2.06,1.22
Bobby Bolin,1969,4.58,3.36,1.22
Atley Donald,1942,3.16,1.94,1.22
Tiny Osborne,1925,4.88,3.66,1.22
Charlie Lea,1988,4.88,3.66,1.22
Monte Pearson,1940,3.69,2.47,1.22
Freddy Garcia,2011,3.58,2.36,1.22
Joe Hesketh,1992,4.29,3.07,1.22
Jordan Lyles,2021,5.39,4.17,1.22
Vic Keen,1923,3.08,1.86,1.22
Esteban Loaiza,1998,5.42,4.20,1.22
Oscar Judd,1943,2.68,1.46,1.22
Paul Wilson,2004,4.36,3.14,1.22
Jack Kramer,1947,4.80,3.58,1.22
Ricky Bones,1995,4.60,3.38,1.22
Casey Patten,1901,3.95,2.73,1.22
Milt Shoffner,1938,3.54,2.32,1.22
Tom Underwood,1980,3.89,2.67,1.22
Pat Zachry,1977,4.25,3.03,1.22
Pete Schourek,1995,3.22,2.00,1.22
Carl Pavano,2003,4.30,3.08,1.22
Tommy Hanson,2010,3.33,2.11,1.22
Bob Muncrief,1941,4.21,2.99,1.22
Hipolito Pichardo,1992,3.87,2.65,1.22
Hal Newhouser,1940,4.83,3.61,1.22
Fred Heimach,1932,3.35,2.13,1.22
Jake Arrieta,2014,2.53,1.31,1.22
Emmett O'Neill,1945,5.24,4.02,1.22
Jerry Koosman,1972,4.57,3.35,1.22
Bill Steen,1912,3.63,2.41,1.22
Art Johnson,1941,3.80,2.58,1.22
Ken Schrom,1984,4.32,3.10,1.22
Frankie Montas,2022,4.05,2.83,1.22
Woody Williams,1999,4.41,3.19,1.22
Eddie Lopat,1955,3.51,2.29,1.22
Chris Flexen,2021,3.61,2.39,1.22
Ryan Dempster,2001,4.94,3.72,1.22
Scott Erickson,1995,4.79,3.57,1.22
Schoolboy Rowe,1939,5.33,4.11,1.22
Ernie Broglio,1964,3.69,2.47,1.22
Luke Weaver,2023,6.47,5.25,1.22
Kevin Gausman,2023,3.16,1.94,1.22
Bob Logan,1945,3.12,1.90,1.22
Doc Ayers,1920,3.79,2.57,1.22
Aaron Harang,2009,4.21,2.99,1.22
Billy Loes,1953,4.84,3.62,1.22
Joe Dobson,1943,3.27,2.05,1.22
Monte Pearson,1934,4.68,3.47,1.21
Eduardo Rodriguez,2021,4.77,3.56,1.21
John Mitchell,1987,4.19,2.98,1.21
Jack Coombs,1918,3.32,2.11,1.21
Andy Hassler,1977,4.28,3.07,1.21
Rick Aguilera,1987,3.71,2.50,1.21
Ranger Suarez,2023,4.18,2.97,1.21
Dick Fowler,1951,5.54,4.33,1.21
Yu Darvish,2021,4.22,3.01,1.21
Monk Dubiel,1948,3.66,2.45,1.21
Steven Wright,2016,3.33,2.12,1.21
Percy Jones,1926,2.93,1.72,1.21
Richard Dotson,1981,3.77,2.56,1.21
Shane Reynolds,2001,4.34,3.13,1.21
Sad Sam Jones,1927,4.38,3.17,1.21
Oil Can Boyd,1984,4.14,2.93,1.21
Pat Mahomes,1994,4.73,3.52,1.21
Jake Irvin,2023,4.61,3.40,1.21
Herb Score,1960,3.63,2.42,1.21
Miguel Gonzalez,2015,4.91,3.70,1.21
Jered Weaver,2007,3.91,2.70,1.21
Nolan Ryan,1986,3.34,2.13,1.21
Vern Law,1955,3.94,2.73,1.21
Craig McMurtry,1984,4.22,3.01,1.21
Vidal Nuno,2014,4.29,3.08,1.21
Bill Hands,1966,5.47,4.26,1.21
Don Gullett,1976,3.18,1.97,1.21
Bob Savage,1946,4.68,3.47,1.21
Sherry Smith,1921,3.97,2.76,1.21
Al Downing,1970,3.60,2.39,1.21
Kyle Gibson,2022,5.05,3.84,1.21
Earl Moore,1912,3.69,2.48,1.21
Esteban Loaiza,2001,5.08,3.87,1.21
Bill Wight,1957,3.20,1.99,1.21
Doug McWeeny,1929,6.53,5.32,1.21
Bullet Joe Bush,1926,4.75,3.54,1.21
John Danks,2015,4.71,3.50,1.21
Calvin Schiraldi,1988,4.51,3.30,1.21
Kyle Hendricks,2019,3.46,2.25,1.21
Herm Wehmeier,1950,5.96,4.75,1.21
Alex Cobb,2014,2.87,1.66,1.21
Fritz Ostermueller,1936,5.30,4.09,1.21
Orel Hershiser,1994,3.79,2.58,1.21
Jim Palmer,1981,3.75,2.54,1.21
Joe Magrane,1993,4.49,3.28,1.21
Gerry Staley,1950,5.11,3.90,1.21
Hyun-Jin Ryu,2019,2.32,1.11,1.21
Jose Urquidy,2021,3.62,2.41,1.21
Les Sweetland,1930,7.28,6.07,1.21
Robert Person,2001,4.19,2.98,1.21
Howie Krist,1943,3.05,1.84,1.21
Bill Macdonald,1950,4.21,3.00,1.21
Charlie Smith,1913,2.56,1.35,1.21
Ed Walsh,1929,5.18,3.97,1.21
Chuck Finley,2002,4.15,2.94,1.21
Jake Odorizzi,2017,4.14,2.93,1.21
Ralph Terry,1957,3.25,2.04,1.21
Brayan Bello,2023,4.24,3.03,1.21
Mark Clark,1992,4.45,3.24,1.21
Josiah Gray,2022,5.02,3.81,1.21
Steve Sparks,1995,4.62,3.41,1.21
Alex Cobb,2017,3.66,2.45,1.21
Vic Albury,1974,3.77,2.56,1.21
Ray Fisher,1917,2.19,0.98,1.21
Bruce Berenyi,1981,3.18,1.97,1.21
Paul Byrd,2004,3.94,2.73,1.21
Aaron Harang,2004,4.86,3.65,1.21
Jered Weaver,2013,3.27,2.06,1.21
Jaime Garcia,2011,3.56,2.35,1.21
Jameson Taillon,2016,3.38,2.17,1.21
Jack Knott,1941,4.54,3.33,1.21
Marv Grissom,1953,3.91,2.70,1.21
Bruce Chen,2001,4.87,3.66,1.21
Blue Moon Odom,1971,4.29,3.08,1.21
Lynn McGlothen,1980,4.52,3.31,1.21
Norwood Gibson,1903,3.35,2.14,1.21
Scott Kazmir,2014,3.55,2.34,1.21
James Baldwin,1999,5.03,3.82,1.21
Fred Frankhouse,1937,4.29,3.08,1.21
Johnny Babich,1934,4.18,2.97,1.21
Ron Kline,1961,4.14,2.93,1.21
Ted Lyons,1933,4.27,3.06,1.21
Jeff Weaver,2003,5.73,4.52,1.21
Tim Wakefield,2007,4.76,3.55,1.21
Doug Fister,2016,4.64,3.43,1.21
Kyle Kendrick,2015,6.32,5.11,1.21
Ed Bahr,1946,2.53,1.32,1.21
Red Lucas,1928,3.12,1.91,1.21
Chris Bassitt,2023,3.60,2.39,1.21
Waite Hoyt,1937,3.24,2.03,1.21
Barry Moore,1969,4.21,3.00,1.21
Mel Stottlemyre,1974,3.49,2.28,1.21
Shawn Boskie,1996,5.43,4.22,1.21
Steve Gromek,1946,4.57,3.36,1.21
Marty Bystrom,1983,4.67,3.46,1.21
Lew Krausse,1971,3.22,2.01,1.21
Max Scherzer,2010,3.50,2.29,1.21
Jimmy Haynes,2001,4.57,3.36,1.21
Jon Lester,2012,4.82,3.61,1.21
John Lackey,2006,3.56,2.35,1.21
Guy Bush,1925,4.71,3.50,1.21
Jack Fisher,1962,5.18,3.97,1.21
David Williams,2005,4.41,3.20,1.21
Rich Yett,1988,4.33,3.12,1.21
Scott Richmond,2009,5.59,4.38,1.21
Ross Grimsley,1979,5.31,4.10,1.21
Josh Johnson,2012,3.81,2.60,1.21
Tommy John,1988,4.63,3.42,1.21
Dave Danforth,1923,3.81,2.60,1.21
Denny Neagle,2001,5.38,4.17,1.21
Max Scherzer,2011,4.43,3.22,1.21
Tyler Green,1995,5.18,3.97,1.21
Ismael Valdez,2004,5.16,3.95,1.21
Eppa Rixey,1912,2.75,1.54,1.21
Hisashi Iwakuma,2014,3.52,2.31,1.21
Johan Santana,2009,3.13,1.92,1.21
James Shields,2010,5.20,3.99,1.21
John Burkett,1998,5.68,4.47,1.21
Brandon Williamson,2023,4.46,3.26,1.20
Babe Adams,1923,4.42,3.22,1.20
Tony Cloninger,1970,3.20,2.00,1.20
Harry Howell,1903,2.87,1.67,1.20
Bill Wight,1952,3.84,2.64,1.20
Nap Rucker,1915,2.56,1.36,1.20
Paul Foytack,1962,4.43,3.23,1.20
Al Nipper,1987,5.43,4.23,1.20
David Wells,1996,5.14,3.94,1.20
Lefty Gomez,1941,3.74,2.54,1.20
Bronson Arroyo,2011,5.07,3.87,1.20
Jose Guzman,1991,3.08,1.88,1.20
Curt Schilling,2003,2.95,1.75,1.20
Juan Nieves,1986,5.02,3.82,1.20
Tim Belcher,1997,5.02,3.82,1.20
Dennis Martinez,1987,3.30,2.10,1.20
Taylor Phillips,1958,4.99,3.79,1.20
Eric Milton,1998,5.64,4.44,1.20
Bob Steele,1916,3.56,2.36,1.20
Tim Wakefield,2006,4.63,3.43,1.20
Gil Meche,2004,5.01,3.81,1.20
Bob Moose,1969,3.15,1.95,1.20
Lee Meadows,1918,3.46,2.26,1.20
John O'Donoghue,1964,5.37,4.17,1.20
Ramon Ortiz,2003,5.20,4.00,1.20
Moe Drabowsky,1959,4.51,3.31,1.20
Ken Holtzman,1979,4.61,3.41,1.20
Ron Kline,1955,4.89,3.69,1.20
Pete Schourek,1992,3.78,2.58,1.20
Jason Bere,2001,4.31,3.11,1.20
Lum Harris,1942,3.58,2.38,1.20
Javier Vazquez,2004,4.91,3.71,1.20
Roy Smith,1990,4.77,3.57,1.20
Carl Pavano,1998,4.07,2.87,1.20
Earl Whitehill,1930,4.51,3.31,1.20
Erskine Mayer,1916,3.25,2.05,1.20
Omar Olivares,1998,4.28,3.08,1.20
Mudcat Grant,1959,3.78,2.58,1.20
Willard Schmidt,1956,3.97,2.77,1.20
Chris Carpenter,1999,4.38,3.18,1.20
Horacio Ramirez,2005,4.48,3.28,1.20
Earl Hamilton,1919,3.32,2.12,1.20
Matt Beech,1997,5.07,3.87,1.20
Don August,1991,5.40,4.20,1.20
Joe Ryan,2023,4.51,3.31,1.20
Mike Morgan,1982,4.60,3.40,1.20
Steve Trachsel,2007,4.90,3.70,1.20
Kevin Tapani,2000,5.01,3.81,1.20
Al Benton,1934,5.04,3.84,1.20
Jack Billingham,1976,4.36,3.16,1.20
Johnny Sain,1951,4.24,3.04,1.20
Johnny Podres,1965,3.52,2.32,1.20
Orel Hershiser,1997,4.47,3.27,1.20
Art Mahaffey,1963,4.02,2.82,1.20
Kerry Wood,1998,3.40,2.20,1.20
Adam Wainwright,2012,3.94,2.74,1.20
Bill Krueger,1991,3.50,2.30,1.20
Monte Weaver,1933,3.05,1.85,1.20
Jered Weaver,2006,2.56,1.36,1.20
Rip Collins,1921,4.33,3.13,1.20
Chris Archer,2013,3.22,2.02,1.20
Ivy Andrews,1932,3.96,2.76,1.20
Melido Perez,1994,4.10,2.90,1.20
Bill Phyle,1901,3.93,2.73,1.20
Mark Buehrle,2003,4.14,2.94,1.20
Mike Leake,2012,4.58,3.38,1.20
